original,augmented_1,augmented_2,augmented_3,augmented_4
"basic accomodation not worth paid stayed visit sydney, near darling harbour not feel safe making journey harbour alone.the room looking wall, second room average, disappointed expected radisson, breakfast buffet hotel,  ","not the recomended place for sydney, wow a cheap room, just ok hotel","the dinning room bar does not run for the night, its full, all and last you want to know.it did the very good decal job and has always been reliable in my view.","basic accomodation for the long stay spent visit Sydney, near Darling Harbour (honorable choice no better room available) The hotel looking wall, second room average, disappointed expected radissons in Sydney for good customer service",an average and horrible accomodation for a couple with children. The room was not clean and noise level there wasn't proper sound proof in room and no in hall or main hotel lobby.
"basic ok went bunch lads celebrate 40th birthday lads stretching, hotel basic comfortable near u-bahn make easy travel, staff friendly breakfast alright, berlin great,  ",hotel ok went bunch was tighter so i stretched my legs,anaesthetic simple hotel in berlin near the city center nice reception and friendly employees where the main event was celebrating 40th birthday lads (bumbledy) Stretching from hotel en route in berlin to get wet,friendly staff well located,"basic food hotel breakfast alright, lots more than welcome at the airport of lads, is berlin but there very good"
"excellent location just spent 4 nights nouvel hotel room basic clean staff friendly location excellent.. fantastic holiday triple room ample room balcony,  ","excellent location just spent 4 nights nouvel hotel room basic clean staff friendly location excellent.. fantastic holiday triple room ample room balcony,",:the hotel was very clean and staff very attentive.,"fantastic location, excellent quality of hotel rooms big breakfast is nice, very very close to airport! .",not very clean and no views
"qbic hip design good value mony visit theatric festival parade searched cheap hotel amsterdam, qbic intersting price specially design, advertised self-service great staff helped neccesary.a pleasent stay pleasant price.harm zwolle netherlands,  ","qbic hip design good value mony visit theatric festival parade searched cheap hotel amsterdam, qbic intersting price specially design, advertised self-service great staff helped neccesary.a pleasent stay pleasant price.harm zwolle netherlands,","Qbic is a hostel located close to ferry ports and amsterdam. Our hostel is not renowned for its low pricing, but we have good condition and an attractive and accommodating staff with a wide choice of different languages.","qbic is an establishment offering business tourism, with high quality services at cheap prices within 30 seconds travelling and visit theetorinal park & parade.","qbic friendly staff, price very low theatric festivals and marches."
"worst hotel room awful no windows poor lighting extremely cramped poor bedding, door bathroom screen, bathroom extremely basic, not stay hotel circumstances,  ",most boring hotel room horrible lack of windows lousy lighting poor bedding small space toilet floor in disgusting condition bathroom very cramped,awful hotel room lousy sleeping position not long enough pillows poor lighting horrible heating in winter,worst hotel situation bad light extremely cramped poor bed very loud low level lighting very boring,"worst hotel room: absolutely nothing we liked about hotels, bathroom was awful, bedroom is tiny slashed, no view, elevator horrible hotel in a building that caters just to tourists, never going back, the worst place we used to stay"
"good stayed 8 nights big hotel conveniently located near shinjuku jr station busiest station world extremely friendly helpful rooms large clean quiet, unfortunately internet access not free 15 day hotel restaurants way expensive,  ",good value and close to the subway area,good very central to yamamoto and seikawa and free wifi can be easy to find. only room issue,good stayed 8 nights. room not as huge it is the same size at full occupancy,good and crowded
"hidden cost reading reviews booked hotel 126 euros travelocity, got confirmation email travelocity charged extra 24 euros breakfast regardless wanted not cancelled reservations,  ","book the hotel in your home location read reviews book with travelocity for more rooms cheaper, booking price is lower even not booked hotel in your home region the way i read on another page","travelocity charge extra 24 euros for breakfast regardless wants canceled reservations,",the hidden cost for checking booking reviews to check their AA points or coupons not posted through travelocity we wanted from each other? there was a $ 18 hidden cost in trh booking when you visit another website.,"read reviews book hotel rooms 183 euros, confirm bookings charge extra 12 euros breakfast or cancel reservations, still charged no cancel unless checked balance"
"spectacular husband spent honeymoon ready return summer, staff friendly, service smile offer secrets united states, clean food incredible, great time recommended area, surely vacation forget,  ","spectacular food, outstanding service, friendly staff love the area, truly forget the last vacation and honeymoon.",you have nothing to do but lie down and let them take care of you,er a spectacular time with honey got there,"service offered top rated in united states, perfect time every day.the food and beverages were top of class and delicious.staff are always helpful to do stuff for you such as snacks or luggage;with great amenities including rooms and places to go for rest days or beach days we are guaranteed to come back each day"
"nice lots maids/cleaners sticky fingers spent 4 days wedding january 2008. overall hotel clean food ok. important thing room lock personal belongings safe, cleaners thiefs jewelery ipods nice clothes, careful,  ",nice rooms clean with icing cold windows. decent and secure rooms except nys/rrne rooms that are dark,"nice lots maids/cleaners sticky fingers spent 4 days wedding january 2008. overall hotel clean food ok. important thing room lock personal belongings safe , cleaners people watches jewelry iPods nice clothes",nice maids /cleaners sticking fingers clean food ok. cleaning lot 1 i did 4 days but all work never done,nice little dimmer lamps nice hairdryer pretty little little pillow tops small pillows and large mirror room clean food good. dirty hotel front desk room lock people important things
"no swimmer, hotel oke swimming pool oke, want swim sea not, beach terrible jatskis station motorboats, noisy noisy noisy, march water dirty plantes, sellers standing standing not late peace not relax lie beach, beaches bali kuta worst,  ",if you like bemused by this beach on the eastern reaches of bali in summer,"beach bali kuta worst, the waves can be tiring, its the biggest single island that one would go to, the best places you won't find. I can't even imagine what happens here.","sad, oke good walking with ok swimming pool, poor for those who cant wade in the sea and swim on top of the waves.","hotel oke and oke swimming pool bad sea, beach terrible jatskis station motorboats, noisy street march water dirty plantes, they sell clothes stood not late there not quiet in beach, worst"
"not bad read negative reviews does got bit nervous stay fine exactly paid classy older styled kept 3.5 star hotel great town, no complaints no stand compliments, decent stay,  ",there were 3 of us staying in the lone bedroom in separate hotel and both bathrooms were shared between all five .,"not bad read positive reviews does got bit nervous stay fine exactly paid classy older styled kept 3.5 star hotel great town, no complaints no stand compliments, decent stay,","no gripping rooms got better in different restaurants and nightclub , poor selection of shops not many options in town it is not exactly the big business hotels and the older furniture makes you feel dirty","good hotel considering price for what u get. not much else to say apart from if you are in a hurry and looking to spend 1 night is not worth it, i believe everyone is looking at reviews like this so i really should give it a try."
"awful experience stayed night husa oriente barcelona lucky spend night, reception clerks completely uninterested job tiny dirty old room fan view brick wall 3 metres away window, good thing hotel central location, come establishment,  ","awful experience during a weekend. We stayed in the Barcelona hotel "" Husa "" when it was being renovated from 1860 to 1920. The owner is able to leave and there would be no problems with management here.","absolutely not a satisfied at all from my hotel in the Hotel Barrio Valencia de Huspa. Horrible experience would recommend to others going for the hotel. It has little fan and very small room... it did not have light because the windows face the courtyard that is visible from nowhere! Very unpleasant atmosphere! Unfortunately only good hotel in city center, close to cafe and bar! One star!","we found most of our guest rooms run up in an uncomfortably tight tight space, the reception persons are horrible unless they have a good sense of humour but at least you do have clean nappy free..which is what we got....","horrible hotel central location, just a disappointment on taste"
"hotel la scaletta place worst, carried bags 100 steps told carry street, bed hour came kicked said booked, good thing better hotel just street,  ","house located by elevator and corridor, but had to carry suitcase through 40 steps to reception, and all this would be worth my money for the view on the square from restaurant...","hotel la scaletta place worst , carried bags 100 steps told carry street, bed hour came kicked said booked good thing cleaner hotel just street ,","hotel la scaletta place worst, carried bags 100 steps told carry street, bed hour came kicked said booked, .... better hotel just street.","hotel scaletta and o hotel the best of both worlds, only 100 steps to . carrieods walk road street"
"hotel gerstekorrel stayed hotel gerstekorrel february 2006. decent accomodations, nothing fancy nothing shabby, rooms little small small beds small bathroom, stay budget trying save money,  ","hotel gerstekorrel stayed hotel gerstekorrel february 2006. decent accomodations, nothing fancy or shabby, bedrooms little small compact carpeted room ;","i stayed at hotel Gerstekorrel august 2004. average accomodations, nice beach area.room large with toilet, bathroom with little bath and toilet, well central for the town and it's tourist attractions;","hotel gerstekorrel february 2006. decent accomodations, nothing fancy nothing shabby, rooms very small and small beds small bathroom",hotel gesellkorrel hotel. pretty low budget for accommodation
"superb small hotel thought draycott wonderful not modern wants stylish boutique hotel friendliest staff lovely rooms guest rooms public rooms n't recommend highly,  ","superb small hotel thought draycott wonderful not modern , wishes stylish boutique hotel friends greatest hostels lovely rooms guest rooms public rooms n't recommend highly,","fabulous ott and for all guests who like quality and friends , they're there to welcome you, very good prices for hotel and bed... but this may come as the nicest family accommodation I have ever had in britain","excellent boutique hotel not modern but friendly staff , love the room very large and clean spacious modern and more of luxury","perfect place to hold your next outings this hotel is awesome. draycott nissan,the helzberg has nice restaurants"
"smart clean hotel bang centre paris liked smart clean hotel friendly helpful staff, modern f f nice, walking distance louvre musee d'orsay notre-dame rer train airport, dozens restaurants doorstep similar cheap-o menus,  ","smart clean hotel in bang centre pi xi liked cool service and happy staff, fast wifi free breakfast all night... in the centre of france ... only 3min or 1hour metro walking distance with metro station and tourist information centre for trains and Airport, average prices for central Paris city centers",hotels franche à paris paris de noyre la grande cottation dans un comfortable hotel d'avison de poevres tout fin une salle nice au mur en p oil prix pas-ne les locaux sont très biens tr... more.,"there were only six staff members in any hotel- compared to two different hotels of 130,000. the cleanliness was adequate and staff worked easily, but overall experience a bit disappointing.","smart , clean hotel a very cheap , in the middle of centre of Paris and comfortable modern ... close-to all transports including the metro , the lanve , national aire line and buses"
"charming stayed october really enjoyed, room extremely small clean charming, maybe room view make difference staying view brick wall, location great, beats staying someplace like hyatt,  ",wonderful rooms always clean clean room,"charmant hotel with excellent service  nice coffee maker and decor with originality at it's best, the host is so down to earth how friendly and welcoming he was",staying nice for our five-day stay in hyatt (new) this time,hotel located close to park.friendly friendly staff.good location and nice view!would definitely stay here
"good budget traveler budget want center city diva good place stay, nothing fancy diva theme bit cheesy clean good jumping-off point exploring city,  ","budget traveling center city diva cheap places to sleep , no real downtown fancy place just cheap cheap. i need budget to think the quality of service be there. good budget-budget diva somewhere like london to look into!","good budget have big city diva good place stay, nothing fancy very clean diva a bit cheesy nice jumpingoff point on city visit,","good budget traveler want center city diva good place to stay, nothing fancy diva theme bit cheesy clean good jumping-off point exploring city,","good budget traveling budget, want something cute diva town center city nice."
"stayed night, good location couple minutes airport, free shuttlebus availiable.my room ok no complains property run really need facelift,  ","Stayed for one day with a friend, nice view of airport","stayed night, good location couple minutes airport, free shuttlebus availiable.my room ok no complains property run really need facelift,",the hotel staff really needed a renovation.,stayed one night and found it quite good. room was large to find with some small noise on the radio. the bathroom in particular was small and cold. wifi free.
"good value budget travelers cheapest available located walking distance malls subway, basic amenities provided quality match price, expect, oh complimentary parking provided,  ","good value budget travelers cheapest available located walking distance malls subway, average amenities provided quality match price, expect, oh complimentary parking provided.","budget airlines have nice price, good customer service and best facilities along with fast services","good value budget travellers nearest to malls subway, basic amenities provided affordable, expect free parking,","good prices, walkability, ample parking and price match in general rating excellent service no discount"
"avoid dump, carpets ripped doors kicked poorly repaired disgustingly dirty smelly carpets yeah right microwave bookshelf, not stay out-dated brochure shows pics world not dump,  ","dodge junked furniture, took some garbage back with dump after the pile got to high. avoid scrappy furniture in a dump near road houses not home use.","avoid the dump, to be in desperate need for things just to survive your new world, save up the $1000's and save the house is my big place to go.","no dumpsters, not the old, dirty, damp carpets which are n't even worn, and never dry well or cleanly, f","ok for bookshelves dumped with old stuff but not a dump; get new as the world begins to rebirth after global power outage; carpets badly ripped locks knocked out, blown of doors, kicked dipped in dirty stinky clothes, no microwave kitchen, broken microwave drawer cupboards, poor air"
"looks flash stayed 2 nights, outskirts florence need transport town, large impersonal flashy looking, room comfortable quite large clean, breakfast ok terrible coffee, dinner mediocre, reception staff unhelpful hotel problem,  ","with all problems, I stayed for 2 nights. rooms were comfy but felt small.","beautiful looks and comfortable. it may even be less expensive than some hotels that claim to like it. although it may have the most blazing fire I've lived under within the last 50 years or so. the area seems modern with great views. its small and cheap, not perfect as I was expecting. you can ask the taxi driver to leave you extra cash just to get somewhere else.",rooms ok not good prices but good for birmingham... just opposite the city centre ....,smelled bad 'inviting '- room airy and clean.
"fantastic hotel great price absolutely wonderful hotel, rooms comfortable immaculately clean, bar restaurant great location convenient,  ","fantastic hotel good price very nice guest house, beautiful thousament room and amazing food, bar and restaurant","fabulous hotel great price just incredible, rooms clean, immaculately clean, bar a restaurant that is great place","great hotel and great rate , rooms comfortable, immaculately clean, very helpful staff food and drinks, a wonderful selection of foods","absolutely wonderful hotel, rooms are comfortable enough even at a modest price, restaurant in the lobby area, bar in the underground, close to things we need, bar is very clean, free laundry in room, and a bar restaurant in street end"
"terrible customer service second stay resort, realized offered aaa discount, inquiring desk said late change rate, 1/2 way 4 week stay, asked talk managment recieved bad sad response, not reccomend hotel,  ","terrible customer service second stay resort, realized offered an aaa discount, offering the discount two nights later and 4 days later than what the reservation state, not know when it was told that, inquiring table stated sorry but will not accept it because the dates did not need.",terrible customer service and late checkin was petty with shady management and unresponsive staff. woke up on check in to bill for early checkout time the housekeeping clerk said 11/2 hour hold.,"i stayed once at monaco travel. Hotel had horrible customer service... hotel offered big discounts. Hotel would not change rate for me and would go to local airport, only 6 min drive, I even asked about that too... not a friendly staff any wise","terrible customer service that takes priority over the customer experience ... the only positive thing we found as a stay was the very low budget price, also the fact we heard the sex of ten guest being loud and crappy - this did not make me want to stay."
"not worth budget stayed hotel 4 boys week summer, parking aweful, n't mind keeping shoes time hotel, dirty bad town,  ",n't worry of finding the cars in small rough parking hell at hotel,"beware to have shoes for your if driving over allotment hotel, and good hotel, not worth Budget spent weekends holiday and not pay of budget, with dirty stink in the town, parking is aweful, bad hotel,","n't mind keep shoes time hotel in dirty bad town, becuz i dont like there cheap hotel, not just pricey it doesn't value budget and the quality of the breakfast","not worth budget to stay one hotel for boys week summer, parka. , not mind keeping shoes time hotel, dirty bad town, stayed hotel 4 boys week summer"
"great location time arrived door left staff fell welcome.the breakfast good having dinner hotel little expensive, lots eaterys close by.wynyard station close hotel, walk hunter connection basically hotel,  ","an absolute pleasure from the moment i arrived ,the manager is outstanding and he was my first driver as i am so lucky .",great location,its ok - breakfast.hotel too far from subway but really comfortable.will never go out - we had great location at city center and train/ bus close to hotel.would use it again.,
"pretty good visit arrived couple days labor day long weekend lots spare rooms, floor like penthouse.expensive though.small bathroom sink actually outside room, weird.free internet.ok service ok breakfast, average location, average cleanness,  ",It was pretty ok at the new hotel I arrived in from work at 12am when some friends wanted to get ready to buy coffee and some other dodgy stuff in Central area of downtown Pittsburgh,"pretty good visit arrived couple days during rush hours, lots spare rooms floors it is more than the 1/1 room on the 18th floor. very cheap though.teepee bar to order but too dark in the rooms especially on weekends.although very clean hotel all staff we are saieves","decent in view, good location . Staff not great. Room very small with only 2 beds and bed was uncomfortable and cramped , woke me up and told me i was gonna walk to the main area of town and there isn't anything to do. After resettling back at my room just after six am, I had all 4 nights full, but even the bathrooms had some kind of tiny plumbing problems as the faucets were actually out of the ceiling but whatever !!! The hotel itself was pretty clean and room was well-furnished except for",cheap rooms were clean free high speed internet was nice and spacious
"central needs new beds stayed 5 nights paid 120 euros night.our room clean staff nice breakfast dull.it good position struggled flights reception.our bed room 4 dipped middle lighting lot better.this 2 star not cheap better room furnishings,  ","central, nice beds for a very low-priced stay","The room has one sink, as usual, but no coffee bar, and there is only a glass in the bathroom, not two. Breakfast is served in very poor dining restaurant: . It is common for restaurant menus at most hotels in the area to be poorly prepared, or completely inadequate.","central , very cool , but food quality could be more adequate, also in the afternoon ...","centre needs new beds stayed 5 nights paid 120 euros a night.our room clean staff nice breakfast dull.it good position struggled flights reception.our bed room 4 dipped middle lighting lot better.this 2 star not cheap better room furnishings,"
"good deal great location rooms comfortable clean, location excellent easy access town major busses trai n station, place great deal definitely return,  ",good deal great location room comfortable clean the buses are plentiful but the transport to town by railway is not very scenic..we do find the food decent and free at dinner.,"my room was great room staff extremely nice and polite the most appropriate restaurants walking distances near bus links, and the hotel has good public transportation to and from train station with an alternative","good location clean rooms and comfortable , good deal you certainly will love this place","great and clean very comfortable,location excellent and only 8 minutes ride from bus terminal the airport, there is plenty of parking space, it will definitely return"
"nice hotel located centre amsterdam just blocks busy dam square, stopera theatre flower market blocks, kilometre amsterdam centraal train station clean cozy friendly staff.enjoy stay,  ","nice hotel located in the middle of Amsterdam. just off is the St. John's square (the busiest square in ) and next to stopera theatre and the flower market.coordinated parking for 3 days.excellent breakfast , clean room, friendly staff, beautiful view, very helpful, very secure hotel.just ask for olaf to see that we also received high recommendations online.","nice hotel located central amsterdam just blocks behind busy Dam square, stopera theatre flowers Market etc. free high-speed internet and friendly staff","nice ametheland hotel.Located in city centre, ten minutes by foot from Dam square with tram stop, stopera theatre, pedestrian market, 5 minutes by bus to the central station and the sights; nice serviced rooms; cleanliness; no smells; great pool facilities.enjoy your holiday!, nice quiet one level pension with restaurant, indoor and outdoor swimming pools, modern laundry room .Bed options include 1 queen bed for extra €40.00 per night and an offer for overnight stay including breakfast served every morning.",nice hotel located river edge at amsterdam centre including ten central stations main canals grand central theatre bus station bus depot free walking to Amsterdam center of the city and the old town
"incredible view stay wonderful beautiful view friendly staff shuttle driver nice kid, appreciated shuttle service, breakfast room gorgeous view, return, mark kim,  ","incredible view stay excellent nice view welcoming staff shuttle driver nice kid cute kid, appreciate shuttle service comfortable room lovely view awesome kim if i return the tennis shuttle welsh premier","fantastic view stay the excellent beautiful view the shuttle driver and nice kid nice family, spectacular coffee in room beautiful view taxi in restaurant lovely",gorgeous scenery in hotel rooms is the biggest problem that i want to solve,"i just arrived for a visit and enjoy the staff and facilities because i was a host family, loved everything and the people. in fact, the room was fantastic though every window has views into our rooftop!"
"decent hotel hotel great location department store/mall restaurants pharmacy nearby great meals hotel expensive, room basic clean comfortable, drawback little english channels.the staff helpful particularly concierge desk,  ","hotel good location room quiet service friendly staff , customer ratings average ...",be recommended for city hotel because it is cheaper,"i hate waking in the morning of a winter day with raccoons roaming around my room although the atmosphere is clean; this is why its not as comfy as usual, and even at night the mosquitoes still come back round. Having been to the UConn,I wouldn't stay here anymore...its too bad because the buffet was yummy all day long- some vegetarian","i d'habel say that both the price and cleanliness of the hotel is decent. i recommend that you book only at least 2 rooms, this may save you some Euro$60."
"good location family really enjoyed location close las ramblas city center.. problem room facing walls floor n't air circulating, breakfest really simple it__s okay.i recommend just make sure room facing sant agusti square,  ","good location near my husband was really enjoying our stay in Barcelona. They had a kitchen area to prepare your meals with no gth as to how fresh food will be. Also, they had 2 indoor pools.",good location family really enjoyed location close to las ramblas city center hotel very cheap in prices,close to subway and train station with free toiletries,close to las Ramblas station and the city centre. good location and parking.
"basic n't best hotel world reflected price, relatively clean beds comfortable, bathroom adaquate size, personally stay n't far centre,  ","pricey and in general unaccommodating as many cheap ritzy hotels worldwide reflect that. although rooms are spacious, free coffee and tea and cots are in the room, food is nothing snubbiq","basic n't best hotel world, comfortable bedrooms , prices about doubles on the low end, they said they were at top of it in food , bathing spot large ...","low-range at the centre of city in small, but clean apartments and bedrooms. Bathroom and floors were insufficiently cleaned and floorboard replaced. Local shuttle was scarce but convenient.","guest comments for 'Basic' in terms of price, cleanliness of room, room furniture and furnishings were not nice."
"nice room family 4 reasonable price family 4 arrived late saturday staff helpful, room modern impeccable king sofa bed, just wanted, felt price reasonable quality hotel,  ","nice and cheap modern spacious hotel with a seaside view, we did not have much experience but it was friendly staff are helpful there room was immaculate had my friends all comfortable we were surprised","nice family 4 reasonable price hotel. 3 hour bbq dinner with popcorn on the patio outside room contemporary with flat screen tv modern living room comfortable, very big living spaces i liked great location","nice room hotel price decent king sofa bed only one slat door the hotel staff are not much better then average at all , the room is modern, with TV also very clear on channels, staff were helpful very cheap price","nice room with king pillow top beds ..record room check was done saturday ..free bottle of wine not available,would you like,room could be cleaner.tried to pay less than a reasonable fare ,value for money hotel but it really is not"
"ok hotel reserved platinum room upgraded suite 32nd floor, room big seperate living room huge closet.the view room great, clear view victoria harbor.the thing negative restaurant breakfast, food available breakfast single day service ok best,  ",okay hotel reserved platinum room upgraded suite 32nd floor.recent guest here was to relax or work and we decided to stay at the resort...for the night...not a problem....cancelled breakfast/seals.great price/several good bed for the value...expensive but the room itself is excellent for a luxury hotel.excellent furniture/color combo in room for every family.only complaint was breakfast/breakfast service....i mean worst of all the times its only one breakfast,stay is very comfortable location in downtown,"okay hotel reserved platinum room updated suite 32nd floor, room big seperate living room huge closet.the view victoria harbor.the thing negative restaurant breakfast, food available breakfast single day service ok best",ok property hotel renovated and decorated big 4 bedroom room big kitchen and living and large closet.
"room dirty.. hotel room pretty dirty lock not function.. toilet dirty bedsheet yellowish.. stay corner room curtain provide white goodness sleep 5 o'clock sun wake up.. house keeping not changing complaint.. bad experience,  ","we paid $ 615 a day. room still dirty, bathroom on key only works in lane. the bathroom clean, and we were disappointed that the kitchen stove didn't work.","- Very dusty rooms, with furniture and curtains making you feel like someone threw them down after you leave the hotel. Bathroom in a dirty box. Toilet was still in my room. Won't give my room 1 star - Staff seemed very rude and could not have cared less what I thought she was doing. Just received a nasty hair and made a serious complaint about a room's cleanliness. The toilet was disgusting!!!","bad hotel room badly dirty bathroom just worn linen,sleeper not so nice.",dirty ec torreo y pobre turus un anjomiento.. no acceso de las instalaciones ubicadas na sustinios hotel en su interior que estuva seguro.
"not enought spend night business trip, 5 stars hotel building forniture 3 stars hotel service position, room nice big clean 2 floor people really rude receptionist speak loudly phone scared car exiting box believe 5 stars far away place,  ","not enought spend night business trip, nice and bigger than to live in place for one night but it's really noisy, because on july - when it came, when there are no people, I will consider 4 stars much cleaner. 2 stars hotel has the clean room that I like the interior.","not enought spend night business trip, 5 stars hotel forniture 3 stars hotel position, room nice big clean 2 floor people really rude receptionist speak loudly phone scared car exiting box believe 5 stars far away place,","not enought spend night business trip, 5 stars hotel building forniture , 3 stars hotel service posicion, Room nice big clean 2 floor people really rude receptionist talk loudly phone scared car exiting box believe 5 stars far away place,",3 stars hotel hotel building forniture
"not worth price n't know people hotel, expensive boston quite expensive, rooms bland small bathroom, service slow not accomodating staff not friendly, definitely not worth price not,  ",not worth price - not know the people,"nice rooms, just could really use a lot better service, no complimentary wi-fi for wifi access at the bar and still very much overpriced for america hotels but worth it, not worth the high pricing for a hotel and a pretty lackluster restaurant",not worth the price... price n't have of people room and bathroom restroom and not very courteous staff,"not worth price n't know people hotel, expensive boston quite expensive, rooms bland stagy bathrooms little size living space staff very annoyed especially rude and slow service"
"rudest people dont stay, despite fact cool hotel place sucks, desk nights run rudest people met, not problem room extremely rude not hear issue, dissapointed,  ",rudest staff that we stayed at our hotel rudest people that we met room extremely rude not even listen issue dissed,"rudest and disrespectful people didn't stay, they never answered customer phone no one called, not happy you could keep your bag with another luggage","so rude of hotel staff room rude they laughed at me most of my time out, disappointed in the hospitality overall","the rudest people don't stay, despite fact cool hotel place sucks, desk nights run rudest people met , not problem room extremely rude not hear issue, dissapointed,"
"stay away place- restaurants did n't stay hotel- thank god- lobby smells horrible, did eat dinner restaurant there- portobello, huge disappointment, service fair food nothing special food did not come ordered, n't waste money overpriced dump,  ","I got a rental in the form of an apartment, but the building and decor is not pleasant -- they did not let us have internet access when we requested. The kitchen was very cramped, we had to carry away some items after that -- especially for the price!","stay away. don't even stay here- I mean, the reception stinks from all the dirty water. i believe they should of had one day less cleaning the walls, otherwise would have never rented it at all, it's as dirty as the casino!",do not let people with family go there,"wait 20 minutes for ice cream at drive thru restaurant in tourist corridors, the drinks came out with the tray you asked for already filled! it could sound like great service but the restaurant is actually under pressure to be busy"
"fantastic hotel great location yummy breakfast.good sized room daughter loved plasma didn t try restaurants really popular'will definetly return,  ",fabulous hotel would stay here again,"Fantastic hotel. Rooms are very decent with beautiful scenery, staff was helpful, location excellent, and staff were friendly.",nice place with big rooms,I booked this hotel three months if not years for four people at double room rates of £200 a night
"excellent hotel lovely suites came paris month stayed hotel elysees regencia, really enjoyed stay purple suite, room overstanding expected, hotel perfect location easy, staff helpful friendly, overall hotel overstanding definitively stay future,  ","absolutely perfect at least the three years, we are staying in hotel so good staff are so nice overall hotel overstanding definitely stay forever, very nice but i could do a double","superb room fantastic staff staff friendly rooms with pool, and i would recommend it to my friends","excellent hotel lovely suites came paris monthly stayed hotel elysees en france, really enjoyed stay purple suite room overstanding expected, hotel perfect location easy, staff helpful friendly, overall hotel overstanding definitively stay future,","my friends and i were looking for a hotel that is just beyond our city limits, we researched options and found the Palace Hotel 's rating is first rate by u review. all of it, including the cosy pink private apartment style accommodations with private balconies. each is located in the heart of the historic district between Musée Lyon (Auprecht) and City Hall, making its location easy to get around upon walking."
"over-booked arrived no room available received pre-paid booking not moved hotel nh chain, appear operate policy over-booking people popular hotels arrive city,  ","the airport pre- paid booked to date of arrivals not moved, customer experience had issue not obtaining a room for # and no place available outside of nb city area, but hotel are also over booked because of nh jc chain","over-booked arrive late reservation by management hotel chain nh - traveladvertisment - confirmed availability no more rooms available reported pre-paid or rescheduled have not moved hotel welcome city, we will give advice guest reviews during peak-affluent hotels","over-booked arriving room empty for no compromise to pre paid booking travel company do not hotel nj network, appear business policies over-booking people new Hampshire location","arrived no room available received pre-paid booking or not moved hotel nh chain, appear operate policy over-booking people popular hotels arrive city,"
"willow stayed nights beginning month planned stay week decor 70, swimming pool size large bath food restaurant start way priced discusting, stay, no, reccommend hotel, no,  ","willow stayed nights beginning month planned stay week in a hotel decor 70, swimming pool size large bath food restaurant start way priced discusting , stay, yes, Reccommend hotel, no,","is the willow hotel located on a small strip in winter green to the south of east canford area during months of winter rain and cloudy weather which make the area prone to snowstorms despite regular showers being run at night, yes this is the city centre","willow stayed nights beginning and stay the week decor, swimming pool kitchen restaurant waiter price, no recommended.","willow stayed during a five star stay the rooms had large kitchen, big private gardens all had excellent views and complimentary on river cruises as well as spa in the spa villa for evening snacks when available"
"nice souvenirs stayed alessandra 5 years ago, beds firm like like not like this__Ç excellent location clean friendly staff, continental breakfast little limited provides necessities, rooms beautiful antiques,  ","nice souvenirs, spacious accommodations, lots of amenities and friendly staff makes up for all","great location for our whole family of 4 which consisted of three children, was not dirty rooms, no one disturbed and excellent meals we found with nice view to an old cobblestone wall, beautiful antiques and bathrooms could use improvement but facilities clean.","nice souvenirs... stayed alessandra 5 years ago... excellent location.. friendly staff, good prices... great antique decorations... nice airy, but nothing special... great breakfast! perfect location and cozy atmosphere...",nice people in the breakfast room just waiting very long until our lunch order which was cold
"stay plenty nice hotels seattle, not, terrible stay bellman lost luggage phones did n't work dirty sheets letter manager answered acknowledged, better staying,  ","are you on business ... he claimed that he does not need to stay here , and because it would't do anything for him - ... his last day . ... we did n't work , our rooms only smelled the hotel bed sheets but , the odor wasn't there anywhere as we used the door service , he promised that soon i'd call him back","keep  nice hotels - seattle s, not? for me this is like terrible. not worth getting up  mess up and lose luggage. the phone did n't work we wrote us dirty clothes. managers couldn t even understand us complaining. i can no more. -","stay plenty nice hotels seattle, not, terrible stay bellman lost luggage phones did n't work dirty sheets letter manager acknowledged, better staying,","not, terrible stay bellman lost luggage phones did n't work dirty sheets letter manager answered acknowledged, better staying, seattle, or at time away,"
"good hotel lacking customer relation jaust returned short trip florence hotel degli orafi magnificient position lovely rooms lacking staff courtesy.having opinion customer relation starts office conciergerie say realy disappointed,  ",jaust returned short trip florence Hotel Degli Orafi ; beautiful position loveful room & staff & luxurious breakfast; nothing wrong with one thing.staff seem unenthusiastic,good quality of service but we missed to ask for a special bottle of bread,"good hotel lacking customer relation jaust returned short trip florence hotel degli orafi magnificent position lovely rooms lacking staff courtesy.having opinion customer relation starts office conciergerie say realy disappointed,","good customer relation jaust returned short trip florence hotel degli orafi magnificent position lovely rooms lacking staff courtesy.having opinion customer relation starts office conciergerie say really disappointed,"
"great location helpful staff group 8 stayed 3 nights, 5-10 minute walk station right middle far walking distances tucked away street quiet, staff helpful rooms clean,  ",hotel has 5th standard and was good for my family of 10. the central position is well kept,"really friendly staff with good environment in the middle of town, convenient to train and buses, great location for business and pleasure.",5-10 minute walk train station right city center the nice hotel. staff and apartments are very helpful,really great value
